ID,subjectID,name,shift,weekday,week,semester,students
001201_1_2023_4,'001201,Tiếng Anh 1,2,2,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-20-21-22-23-26-27-28-,hk1,-52303051--52303052--52303053--52303054--52303055--52303056--52303057--52303058--52303059--52303060--52303061--52303062--52303063--52303064--52303065--52303066--52303067--52303068--52303069--52303070--52303071--52303072--52303073--52303074--52303075--52303076--52303077--52303078--52303079--52303080--52303081--52303082--52303083--52303084--52303085--52303086--52303087--52303088--52303089--52303090--52303091--52303092--52303093--52303094--52303095--52303096--52303097--52303098--52303099--52303100-
D01001_1_2023_5,'D01001,Bơi lội,1,7,-2-3-4-5-6-7-8-9-10-11-,hk1,-52303101--52303102--52303103--52303104--52303105--52303106--52303107--52303108--52303109--52303110--52303111--52303112--52303113--52303114--52303115--52303116--52303117--52303118--52303119--52303120--52303121--52303122--52303123--52303124--52303125--52303126--52303127--52303128--52303129--52303130--52303131--52303132--52303133--52303134--52303135--52303136--52303137--52303138--52303139--52303140--52303141--52303142--52303143--52303144--52303145--52303146--52303147--52303148--52303149--52303150-
501043_1_2023_5,'501043,Cấu trúc dữ liệu và giải thuật 1,3,3,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk1,-52303101--52303102--52303103--52303104--52303105--52303106--52303107--52303108--52303109--52303110--52303111--52303112--52303113--52303114--52303115--52303116--52303117--52303118--52303119--52303120--52303121--52303122--52303123--52303124--52303125--52303126--52303127--52303128--52303129--52303130--52303131--52303132--52303133--52303134--52303135--52303136--52303137--52303138--52303139--52303140--52303141--52303142--52303143--52303144--52303145--52303146--52303147--52303148--52303149--52303150-
501043TH_1_2023_5,'501043TH,Thực hành cấu trúc dữ liệu và giải thuật 1,2,2,-1-2-3-4-5-6-7-8-9-10-,hk1,-52303101--52303102--52303103--52303104--52303105--52303106--52303107--52303108--52303109--52303110--52303111--52303112--52303113--52303114--52303115--52303116--52303117--52303118--52303119--52303120--52303121--52303122--52303123--52303124--52303125--52303126--52303127--52303128--52303129--52303130--52303131--52303132--52303133--52303134--52303135--52303136--52303137--52303138--52303139--52303140--52303141--52303142--52303143--52303144--52303145--52303146--52303147--52303148--52303149--52303150-
501032_1_2023_5,'501032,Đại số tuyến tính cho Công nghệ thông tin,3,4,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk1,-52303101--52303102--52303103--52303104--52303105--52303106--52303107--52303108--52303109--52303110--52303111--52303112--52303113--52303114--52303115--52303116--52303117--52303118--52303119--52303120--52303121--52303122--52303123--52303124--52303125--52303126--52303127--52303128--52303129--52303130--52303131--52303132--52303133--52303134--52303135--52303136--52303137--52303138--52303139--52303140--52303141--52303142--52303143--52303144--52303145--52303146--52303147--52303148--52303149--52303150-
501032TH_1_2023_5,'501032TH,Thực hành đại số tuyến tính cho Công nghệ thông tin,4,7,-2-3-4-5-6-7-8-9-10-11-,hk1,-52303101--52303102--52303103--52303104--52303105--52303106--52303107--52303108--52303109--52303110--52303111--52303112--52303113--52303114--52303115--52303116--52303117--52303118--52303119--52303120--52303121--52303122--52303123--52303124--52303125--52303126--52303127--52303128--52303129--52303130--52303131--52303132--52303133--52303134--52303135--52303136--52303137--52303138--52303139--52303140--52303141--52303142--52303143--52303144--52303145--52303146--52303147--52303148--52303149--52303150-
501031_1_2023_5,'501031,Giải tích ứng dụng cho Công nghệ thông tin,1,6,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk1,-52303101--52303102--52303103--52303104--52303105--52303106--52303107--52303108--52303109--52303110--52303111--52303112--52303113--52303114--52303115--52303116--52303117--52303118--52303119--52303120--52303121--52303122--52303123--52303124--52303125--52303126--52303127--52303128--52303129--52303130--52303131--52303132--52303133--52303134--52303135--52303136--52303137--52303138--52303139--52303140--52303141--52303142--52303143--52303144--52303145--52303146--52303147--52303148--52303149--52303150-
501031TH_1_2023_5,'501031TH,Thực hành giải tích ứng dụng cho Công nghệ thông tin,3,7,-2-3-4-5-6-7-8-9-10-11-,hk1,-52303101--52303102--52303103--52303104--52303105--52303106--52303107--52303108--52303109--52303110--52303111--52303112--52303113--52303114--52303115--52303116--52303117--52303118--52303119--52303120--52303121--52303122--52303123--52303124--52303125--52303126--52303127--52303128--52303129--52303130--52303131--52303132--52303133--52303134--52303135--52303136--52303137--52303138--52303139--52303140--52303141--52303142--52303143--52303144--52303145--52303146--52303147--52303148--52303149--52303150-
D02030_1_2023_5,'D02030,Giáo dục quốc phòng - Học phần 3,3,6,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-26-27-28-29-30-31-32-,hk1,-52303101--52303102--52303103--52303104--52303105--52303106--52303107--52303108--52303109--52303110--52303111--52303112--52303113--52303114--52303115--52303116--52303117--52303118--52303119--52303120--52303121--52303122--52303123--52303124--52303125--52303126--52303127--52303128--52303129--52303130--52303131--52303132--52303133--52303134--52303135--52303136--52303137--52303138--52303139--52303140--52303141--52303142--52303143--52303144--52303145--52303146--52303147--52303148--52303149--52303150-
L00001_1_2023_5,'L00001,Kỹ năng phát triển bền vững,2,5,-1-2-3-4-5-,hk1,-52303101--52303102--52303103--52303104--52303105--52303106--52303107--52303108--52303109--52303110--52303111--52303112--52303113--52303114--52303115--52303116--52303117--52303118--52303119--52303120--52303121--52303122--52303123--52303124--52303125--52303126--52303127--52303128--52303129--52303130--52303131--52303132--52303133--52303134--52303135--52303136--52303137--52303138--52303139--52303140--52303141--52303142--52303143--52303144--52303145--52303146--52303147--52303148--52303149--52303150-
300014_1_2023_5,'300014,Phương pháp học đại học,3,2,-2-3-,hk1,-52303101--52303102--52303103--52303104--52303105--52303106--52303107--52303108--52303109--52303110--52303111--52303112--52303113--52303114--52303115--52303116--52303117--52303118--52303119--52303120--52303121--52303122--52303123--52303124--52303125--52303126--52303127--52303128--52303129--52303130--52303131--52303132--52303133--52303134--52303135--52303136--52303137--52303138--52303139--52303140--52303141--52303142--52303143--52303144--52303145--52303146--52303147--52303148--52303149--52303150-
501042_1_2023_5,'501042,Phương pháp lập trình,2,4,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk1,-52303101--52303102--52303103--52303104--52303105--52303106--52303107--52303108--52303109--52303110--52303111--52303112--52303113--52303114--52303115--52303116--52303117--52303118--52303119--52303120--52303121--52303122--52303123--52303124--52303125--52303126--52303127--52303128--52303129--52303130--52303131--52303132--52303133--52303134--52303135--52303136--52303137--52303138--52303139--52303140--52303141--52303142--52303143--52303144--52303145--52303146--52303147--52303148--52303149--52303150-
501042TH_1_2023_5,'501042TH,Thực hành phương pháp lập trình,2,6,-1-2-3-4-5-6-7-8-9-10-,hk1,-52303101--52303102--52303103--52303104--52303105--52303106--52303107--52303108--52303109--52303110--52303111--52303112--52303113--52303114--52303115--52303116--52303117--52303118--52303119--52303120--52303121--52303122--52303123--52303124--52303125--52303126--52303127--52303128--52303129--52303130--52303131--52303132--52303133--52303134--52303135--52303136--52303137--52303138--52303139--52303140--52303141--52303142--52303143--52303144--52303145--52303146--52303147--52303148--52303149--52303150-
001201_1_2023_5,'001201,Tiếng Anh 1,1,2,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-20-21-22-23-26-27-28-,hk1,-52303101--52303102--52303103--52303104--52303105--52303106--52303107--52303108--52303109--52303110--52303111--52303112--52303113--52303114--52303115--52303116--52303117--52303118--52303119--52303120--52303121--52303122--52303123--52303124--52303125--52303126--52303127--52303128--52303129--52303130--52303131--52303132--52303133--52303134--52303135--52303136--52303137--52303138--52303139--52303140--52303141--52303142--52303143--52303144--52303145--52303146--52303147--52303148--52303149--52303150-
D01001_1_2023_6,'D01001,Bơi lội,1,5,-1-2-3-4-5-6-7-8-9-10-,hk1,-52312001--52312002--52312003--52312004--52312005--52312006--52312007--52312008--52312009--52312010--52312011--52312012--52312013--52312014--52312015--52312016--52312017--52312018--52312019--52312020--52312021--52312022--52312023--52312024--52312025--52312026--52312027--52312028--52312029--52312030--52312031--52312032--52312033--52312034--52312035--52312036--52312037--52312038--52312039--52312040--52312041--52312042--52312043--52312044--52312045--52312046--52312047--52312048--52312049--52312050-
501043_1_2023_6,'501043,Cấu trúc dữ liệu và giải thuật 1,1,2,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk1,-52312001--52312002--52312003--52312004--52312005--52312006--52312007--52312008--52312009--52312010--52312011--52312012--52312013--52312014--52312015--52312016--52312017--52312018--52312019--52312020--52312021--52312022--52312023--52312024--52312025--52312026--52312027--52312028--52312029--52312030--52312031--52312032--52312033--52312034--52312035--52312036--52312037--52312038--52312039--52312040--52312041--52312042--52312043--52312044--52312045--52312046--52312047--52312048--52312049--52312050-
501043TH_1_2023_6,'501043TH,Thực hành cấu trúc dữ liệu và giải thuật 1,4,2,-1-2-3-4-5-6-7-8-9-10-,hk1,-52312001--52312002--52312003--52312004--52312005--52312006--52312007--52312008--52312009--52312010--52312011--52312012--52312013--52312014--52312015--52312016--52312017--52312018--52312019--52312020--52312021--52312022--52312023--52312024--52312025--52312026--52312027--52312028--52312029--52312030--52312031--52312032--52312033--52312034--52312035--52312036--52312037--52312038--52312039--52312040--52312041--52312042--52312043--52312044--52312045--52312046--52312047--52312048--52312049--52312050-
501032_1_2023_6,'501032,Đại số tuyến tính cho Công nghệ thông tin,4,5,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk1,-52312001--52312002--52312003--52312004--52312005--52312006--52312007--52312008--52312009--52312010--52312011--52312012--52312013--52312014--52312015--52312016--52312017--52312018--52312019--52312020--52312021--52312022--52312023--52312024--52312025--52312026--52312027--52312028--52312029--52312030--52312031--52312032--52312033--52312034--52312035--52312036--52312037--52312038--52312039--52312040--52312041--52312042--52312043--52312044--52312045--52312046--52312047--52312048--52312049--52312050-
501032TH_1_2023_6,'501032TH,Thực hành đại số tuyến tính cho Công nghệ thông tin,2,2,-1-2-3-4-5-6-7-8-9-10-,hk1,-52312001--52312002--52312003--52312004--52312005--52312006--52312007--52312008--52312009--52312010--52312011--52312012--52312013--52312014--52312015--52312016--52312017--52312018--52312019--52312020--52312021--52312022--52312023--52312024--52312025--52312026--52312027--52312028--52312029--52312030--52312031--52312032--52312033--52312034--52312035--52312036--52312037--52312038--52312039--52312040--52312041--52312042--52312043--52312044--52312045--52312046--52312047--52312048--52312049--52312050-
501031_1_2023_6,'501031,Giải tích ứng dụng cho Công nghệ thông tin,4,4,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk1,-52312001--52312002--52312003--52312004--52312005--52312006--52312007--52312008--52312009--52312010--52312011--52312012--52312013--52312014--52312015--52312016--52312017--52312018--52312019--52312020--52312021--52312022--52312023--52312024--52312025--52312026--52312027--52312028--52312029--52312030--52312031--52312032--52312033--52312034--52312035--52312036--52312037--52312038--52312039--52312040--52312041--52312042--52312043--52312044--52312045--52312046--52312047--52312048--52312049--52312050-
501031TH_1_2023_6,'501031TH,Thực hành giải tích ứng dụng cho Công nghệ thông tin,4,6,-1-2-3-4-5-6-7-8-9-10-,hk1,-52312001--52312002--52312003--52312004--52312005--52312006--52312007--52312008--52312009--52312010--52312011--52312012--52312013--52312014--52312015--52312016--52312017--52312018--52312019--52312020--52312021--52312022--52312023--52312024--52312025--52312026--52312027--52312028--52312029--52312030--52312031--52312032--52312033--52312034--52312035--52312036--52312037--52312038--52312039--52312040--52312041--52312042--52312043--52312044--52312045--52312046--52312047--52312048--52312049--52312050-
D02030_1_2023_6,'D02030,Giáo dục quốc phòng - Học phần 3,1,7,-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-26-27-28-29-30-31-32-33-,hk1,-52312001--52312002--52312003--52312004--52312005--52312006--52312007--52312008--52312009--52312010--52312011--52312012--52312013--52312014--52312015--52312016--52312017--52312018--52312019--52312020--52312021--52312022--52312023--52312024--52312025--52312026--52312027--52312028--52312029--52312030--52312031--52312032--52312033--52312034--52312035--52312036--52312037--52312038--52312039--52312040--52312041--52312042--52312043--52312044--52312045--52312046--52312047--52312048--52312049--52312050-
L00001_1_2023_6,'L00001,Kỹ năng phát triển bền vững,3,2,-1-2-3-4-5-,hk1,-52312001--52312002--52312003--52312004--52312005--52312006--52312007--52312008--52312009--52312010--52312011--52312012--52312013--52312014--52312015--52312016--52312017--52312018--52312019--52312020--52312021--52312022--52312023--52312024--52312025--52312026--52312027--52312028--52312029--52312030--52312031--52312032--52312033--52312034--52312035--52312036--52312037--52312038--52312039--52312040--52312041--52312042--52312043--52312044--52312045--52312046--52312047--52312048--52312049--52312050-
